X;Y;X_COORD;Y_COORD;ADMI4;ADMI5;TOPONYMIE;ID_0;ISO;NAME_0;ID_1;NAME_1;ID_2;NAME_2;ID_3;NAME_3;ID_4;NAME_4;VARNAME_4;CCN_4;CCA_4;TYPE_4;ENGTYPE_4;Code_uniqu;urban_popR;urban_popD;urban_popA;urban_popC;urban_popP;urban_po_1;urban_po_2;urban_po_3;urban_po_4;urban_po_5;urban_po_6;urban_po_7;urban_po_8;CU_ville;X_wgs84;Y_wgs84
-15.74877395;14.36348118;419266;1588057;4113;4113021;Mboss Tidiane;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13;;;;;;;;;;;
-15.74828455;14.36133095;419318;1587819;4113;4113016;Mboss Escale;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;131;;;;;;;;;;;
-15.4750088;14.36539983;448785;1588191;4121;4121026;Medina Kebe;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOU;;;;;;;;;;;;
-15.90001027;14.36261135;402958;1588019;3323;3323002;Darou Rahmane;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;679;;;;;;;;;;;
-15.65608799;14.35723729;429258;1587336;4124;4124010;Leona Gniby;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;141;Gniby;;1212010;12120102;Commune;Commune;Kaffrine/Kaffrine/Gniby/Gniby;Kaolack;Kaffrine;Malem Hoddar;CR GNIBY;10638;12879;170;;;;;;;;;
-15.9360355;14.3395175;399063;1585480;3323;3323019;Sambame Peulh;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;167;Nguelou;;632020;6320202;Commune;Commune;Kaolack/Guinguineo/Nguelou/Nguelou;;;;;;;;;;;;;;Kaolack/Guinguineo/Nguelou/Nguel;;
-15.91896728;14.34023515;400904;1585552;3323;3323020;Tene Fode;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;167;Nguelou;;632020;6320202;Commune;Commune;Kaolack/Guinguineo/Nguelou/Nguelou;;;;;;;;;;;;;;Kaolack/Guinguineo/Nguelou/Nguelou/;;
-15.90557262;14.35983273;402357;1587714;3323;3323003;Kathiane;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;6792;866;;;;;;;;;;
-15.28333067;14.35983863;469451;1587542;4127;4127014;Khourou Loumby;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;Kao;;;;;;;;;;;;;;;
-15.38056243;14.35844565;458967;1587403;4121;4121022;Lanel;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULEL;134;;;;;;;;;;;
-15.57778645;14.35705234;437701;1587293;4121;4121011;Diout Nguel I;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BO;;;;;;;;;;;;
-15.7444477;14.35650608;419730;1587284;4113;4113014;Mboss Ballo Ouolof;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBO;;;;;;;;;;;;
-15.15277948;14.35705637;483527;1587221;4127;4127001;Ainoumane;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;Kaolack;;;;;;;;;;;;;;;
-15.75001387;14.35428251;419129;1587040;4113;4113017;Mboss Khayane;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13;;;;;;;;;;;
-15.89564746;14.31720708;403409;1582995;3323;3323011;Ndiago;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;6792;8669;;;;;;;;;;
-15.82079126;14.35195051;411496;1586808;3323;3323010;Ndiagne Kahone;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;67;;;;;;;;;;;
-15.66408653;14.32722534;428386;1584019;4121;4121009;Diaba;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULEL;13;;;;;;;;;;;
-15.14583495;14.34594849;484275;1585992;4127;4127038;Tivaouane Ndiobene;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;;;;;;;;;;;;;;;;
-15.47794594;14.34216643;448463;1585622;4121;4121031;Taif Saloum (Bloc Nord;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Ho;;;;;;;;;;;;;
-15.47869967;14.38699239;448392;1590580;4121;4121030;Tagoum;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULEL;1;;;;;;;;;;;
-15.7722255;14.34106557;416729;1585586;4113;4113042;Wendou Bowde;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;;;;;;;;;;;
-15.98523728;14.34398322;393759;1585996;3321;3321009;Gagnick Halte;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;897;;;;;;;;;;
-15.21839451;14.33574801;476450;1584870;4127;4127032;Selly;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene Samba Lama;;;;;;;;;;;;;;;;
-15.80605339;14.33315974;413078;1584724;3323;3323021;Tewrou Peteigne;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;1;;;;;;;;;;;
-15.25277572;14.33101221;472742;1584350;4127;4127004;Darou Mbane;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;Kaolac;;;;;;;;;;;;;;;
-15.77860199;14.33201276;416038;1584587;4113;4113032;Ndiolofene;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;;;;;;;;;;;
-15.98422409;14.33067067;393862;1584523;3321;3321022;Poulamack;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;8974;10;;;;;;;;;
-15.97779513;14.33205332;394556;1584673;3321;3321027;Tibou;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;8974;10597;;;;;;;;;
-15.61968378;14.32894568;433175;1584196;4121;4121014;Fass Goulokoum;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR ;;;;;;;;;;;;
-15.71817197;14.32064872;422551;1583309;4113;4113005;Dara Niassene;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13;;;;;;;;;;;
-15.71510146;14.32315334;422883;1583585;4113;4113007;Dara Thiarene;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13;;;;;;;;;;;
-15.71402913;14.32125792;422998;1583375;4113;4113008;Dara Thisse;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;1313;;;;;;;;;;;
-15.71559661;14.32139787;422829;1583391;4113;4113003;Dara Diacke;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;1313;;;;;;;;;;;
-15.58052033;14.31303244;437394;1582425;4121;4121032;Torodo;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULEL;1;;;;;;;;;;;
-15.11437595;14.3249799;487666;1583671;4127;4127015;Khourou Ndiobene;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene Samb;;;;;;;;;;;;;;;;
-15.11266219;14.32857028;487851;1584068;4127;4127016;Khour.Ndiobene Peulh;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene S;;;;;;;;;;;;;;;;
-15.84723635;14.32650689;408634;1584004;3323;3323006;Medina Kawsara;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;67;;;;;;;;;;;
-15.53036605;14.32483116;442806;1583717;4121;4121010;Diakhao Saloum;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR ;;;;;;;;;;;;
-15.79848008;14.32601585;413892;1583931;4113;4113043;Yougoure Mass;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;131;;;;;;;;;;;
-15.75809646;14.3227126;418246;1583551;4113;4113022;Mbossedji Bara;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;131;;;;;;;;;;;
-15.9373099;14.31369228;398914;1582624;3323;3323008;Mbediare;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;167;Nguelou;;632020;6320202;Commune;Commune;Kaolack/Guinguineo/Nguelou/Nguelou;;;;;;;;;;;;;;Kaolack/Guinguineo/Nguelou/Nguelou/M;;
-15.76112268;14.32372456;417920;1583664;4113;4113023;Mbossedji Macisse;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOS;;;;;;;;;;;;
-15.71667413;14.32200037;422713;1583458;4113;4113004;Dara Mboss;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;;;;;;;;;;;
-15.91402604;14.31304163;401425;1582542;3323;3323007;Maka Mbaye;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;6792;8;;;;;;;;;;
-15.28071429;14.32182163;469728;1583337;4127;4127017;Lewe;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;Kaolack;Kaffr;;;;;;;;;;;;;;
-15.80278798;14.32233973;413426;1583526;4113;4113037;Petegne I;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;1;;;;;;;;;;
-15.96569979;14.32023251;395855;1583360;3321;3321014;Ndialigue;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;8974;10;;;;;;;;;
-15.94063124;14.32532355;398561;1583912;3323;3323005;Laloye;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;167;Nguelou;;632020;6320202;Commune;Commune;Kaolack/Guinguineo/Nguelou/Nguelou;;;;;;;;;;;;;;Kaolack/Guinguineo/Nguelou/Nguelou/Lal;;
-15.74870514;14.3176161;419257;1582984;4113;4113024;Mbossedji Ngoudia;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;;;;;;;;;;;;
-15.71609296;14.32002212;422775;1583239;4113;4113006;Dara Palene;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;1313;;;;;;;;;;;
-15.74018265;14.31438801;420175;1582624;4113;4113040;Teude Bity;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;;;;;;;;;;;
-15.255548;14.31420981;472441;1582492;4127;4127020;Mbane;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;158;Ndioum Ngainthe;;1242010;12420102;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndioum Ngainthe;Kaolack;Kaff;;;;;;;;;;;;;;
-15.96657935;14.30693017;395754;1581889;3321;3321001;Athiou Samba Faye;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;;;;;;;;;;;
-15.64168439;14.31122966;430797;1582243;4121;4121016;Goulokoum;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULE;;;;;;;;;;;;
-15.96112162;14.30983626;396344;1582208;3321;3321002;Athiou Thiambene;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;;;;;;;;;;;
-15.48594127;14.30405849;447592;1581409;4121;4121008;Darou Salam III;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR;;;;;;;;;;;;
-15.47582532;14.30840982;448684;1581888;4121;4121025;Medina Kandiare;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR;;;;;;;;;;;;
-15.97501079;14.30566622;394844;1581753;3321;3321013;Meo Meo;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;8974;1059;;;;;;;;;
-15.29500815;14.30371195;468184;1581336;4123;4123021;Ndiotte Seane;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;CR ;;;;;;;;;;;;
-15.85000867;14.30429257;408326;1581548;3323;3323001;Darou Diadji;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;6792;;;;;;;;;;;
-15.07917586;14.3015128;491461;1581074;4127;4127019;Louanga;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene Samba Lama;;;;;;;;;;;;;;;;
-15.42222263;14.2987281;454463;1580806;4123;4123015;Medina Mbowene;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;C;;;;;;;;;;;;
-15.41111486;14.29872947;455661;1580804;4123;4123023;Tip Saloum;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;CR DIA;;;;;;;;;;;;
-15.78334516;14.29595063;415513;1580600;4113;4113041;Thiadia Mboss;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;131;;;;;;;;;;;
-15.76337418;14.28201997;417662;1579052;4111;4111070;Somb Diack;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;165;Dara Mboss;;632020;6320204;Commune;Commune;Kaolack/Guinguineo/Nguelou/Dara Mboss;Kaolack;Kaffrine;Birkelane;CR MBOSS;13131;;;;;;;;;;;
-15.45606926;14.29618824;450812;1580532;4121;4121036;Touba Tawfekhe;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR ;;;;;;;;;;;;
-15.1872576;14.29571077;479804;1580439;4127;4127027;Ndiobene Samba Lama;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene S;;;;;;;;;;;;;;;;
-16.01246306;14.29455258;390799;1580541;3321;3321005;Daccar;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;8349;8974;10597;;;;;;;;;
-15.22189423;14.29216376;476068;1580050;4127;4127012;Khounakh;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene Samba Lama;;;;;;;;;;;;;;;;
-15.90695735;14.28901122;402177;1579881;3323;3323017;Sakhagne Peulh;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;67;;;;;;;;;;;
-15.10277798;14.29040049;488915;1579846;4127;4127028;Ndioufene Waly;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;41;Darou Miname Ii;157;Ndiobene Samba Lama;;1242010;12420104;Commune;Commune;Kaffrine/Maleme Hodar/Darou Miname Ii/Ndiobene Samba ;;;;;;;;;;;;;;;;
-15.8948732;14.29025035;403481;1580013;3323;3323018;Sakhagne Ouolof;201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;67;;;;;;;;;;;
-15.29583088;14.28761676;468093;1579556;4123;4123019;Ndiolofene;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;CR DI;;;;;;;;;;;;
-15.73753938;14.2743441;420446;1578194;4111;4111010;Diacke Marame;201;SEN;Senegal;5;Kaffrine;14;Birkilane;34;Keur Mboucki;135;Touba Mbella;;1222010;12220102;Commune;Commune;Kaffrine/Birkilane/Keur Mboucki/Touba Mbella;;;;;;;;;;;;;;Kaffrine/;;
-15.53259306;14.28216874;442555;1578999;4121;4121006;Boulel Terres Neuves;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hodd;;;;;;;;;;;;;
-15.28750324;14.28623454;468991;1579402;4123;4123020;Ndiotte Birama;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;C;;;;;;;;;;;;
-15.48334113;14.28484158;447868;1579283;4123;4123017;Medina Sy;201;SEN;Senegal;5;Kaffrine;17;Maleme Hodar;42;Sagna;159;Dianke Souf;;1242020;12420201;Commune;Commune;Kaffrine/Maleme Hodar/Sagna/Dianke Souf;Kaolack;Kaffrine;Malem Hoddar;CR DIAN;;;;;;;;;;;;
-15.9876534;14.27728083;393467;1578619;3321;3321019;Ndinglere Taw Fekhe;201;SEN;Senegal;6;Kaolack;18;Guinguineo;44;Nguelou;166;Gagnick;;632020;6320201;Commune;Commune;Kaolack/Guinguineo/Nguelou/Gagnick;Fatick;Gossas;Mbadakhone;CR GAGNICK;83;;;;;;;;;;;
-15.53333777;14.28345095;442475;1579141;4121;4121003;Boulel Goumack;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR ;;;;;;;;;;;;
-15.90834789;14.2820626;402024;1579113;3323;3323022;Thiadia (Djite);201;SEN;Senegal;6;Kaolack;18;Guinguineo;43;Mbadakhoune;163;Ndiago;;632010;6320102;Commune;Commune;Kaolack/Guinguineo/Mbadakhoune/Ndiago;Fatick;Gossas;Mbadakhone;CR NDIAGO;6;;;;;;;;;;;
-15.66250763;14.28205975;428542;1579023;4121;4121001;Alouky Terres Neuves;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;C;;;;;;;;;;;;
-15.58709437;14.28086523;436676;1578869;4121;4121023;Layi;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BOULEL;134;;;;;;;;;;;
-15.54167848;14.28205783;441575;1578989;4121;4121024;Mbethie Peulh;201;SEN;Senegal;5;Kaffrine;15;Kaffrine;36;Gniby;140;Boulel Goumack;;1212010;12120101;Commune;Commune;Kaffrine/Kaffrine/Gniby/Boulel Goumack;Kaolack;Kaffrine;Malem Hoddar;CR BO;;;;;;;;;;;;
