DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
02/01/1909;70;237;river;;;83021;;18/07/2014;JLF;
02/01/1909;70;238;river;;;83371;;18/07/2014;JLF;
02/01/1909;70;125;river;;;43821;;18/07/2014;JLF;
02/01/1909;70;126;river;;;44171;;18/07/2014;JLF;
02/01/1909;70;212;river;;;74271;;18/07/2014;JLF;
02/01/1909;70;235;river;;;82321;;18/07/2014;JLF;
02/01/1909;71;214;river;;;74972;;18/07/2014;JLF;
02/01/1909;71;215;river;;;75322;;18/07/2014;JLF;
02/01/1909;71;216;river;;;75672;;18/07/2014;JLF;
02/01/1909;71;238;river;;;83372;;18/07/2014;JLF;
02/01/1909;71;239;river;;;83722;;18/07/2014;JLF;
02/01/1909;71;126;river;;;44172;;18/07/2014;JLF;
02/01/1909;71;213;river;;;74622;;18/07/2014;JLF;
02/01/1909;72;216;river;;;75673;;18/07/2014;JLF;
02/01/1909;72;217;river;;;76023;;18/07/2014;JLF;
02/01/1909;72;239;river;;;83723;;18/07/2014;JLF;
02/01/1909;72;214;river;;;74973;;18/07/2014;JLF;
02/01/1909;72;238;river;;;83373;;18/07/2014;JLF;
02/01/1909;73;234;river;;;81974;;18/07/2014;JLF;
02/01/1909;73;235;river;;;82324;;18/07/2014;JLF;
02/01/1909;73;238;river;;;83374;;18/07/2014;JLF;
02/01/1909;73;233;river;;;81624;;18/07/2014;JLF;
02/01/1909;74;231;river;;;80925;;18/07/2014;JLF;
02/01/1909;74;232;river;;;81275;;18/07/2014;JLF;
02/01/1909;74;233;river;;;81625;;18/07/2014;JLF;
02/01/1909;74;234;river;;;81975;;18/07/2014;JLF;
02/01/1909;74;235;river;;;82325;;18/07/2014;JLF;
02/01/1909;74;238;river;;;83375;;18/07/2014;JLF;
02/01/1909;74;230;river;;;80575;;18/07/2014;JLF;
02/01/1909;75;232;river;;;81276;;18/07/2014;JLF;
02/01/1909;75;233;river;;;81626;;18/07/2014;JLF;
02/01/1909;75;235;river;;;82326;;18/07/2014;JLF;
02/01/1909;75;236;river;;;82676;;18/07/2014;JLF;
02/01/1909;75;238;river;;;83376;;18/07/2014;JLF;
02/01/1909;75;231;river;;;80926;;18/07/2014;JLF;
02/01/1909;76;239;river;;;83727;;18/07/2014;JLF;
02/01/1909;77;239;river;;;83728;;18/07/2014;JLF;
02/01/1909;77;240;river;;;84078;;18/07/2014;JLF;
02/01/1909;78;240;river;;;84079;;18/07/2014;JLF;
02/01/1909;79;240;river;;;84080;;18/07/2014;JLF;
02/01/1909;80;238;river;;;83381;;18/07/2014;JLF;
02/01/1909;80;239;river;;;83731;;18/07/2014;JLF;
02/01/1909;80;240;river;;;84081;;18/07/2014;JLF;
02/01/1909;81;238;river;;;83382;;18/07/2014;JLF;
02/01/1909;81;237;river;;;83032;;18/07/2014;JLF;
02/01/1909;82;236;river;;;82683;;18/07/2014;JLF;
02/01/1909;82;237;river;;;83033;;18/07/2014;JLF;
02/01/1909;83;236;river;;;82684;;18/07/2014;JLF;
02/01/1909;84;236;river;;;82685;;18/07/2014;JLF;
02/01/1909;84;237;river;;;83035;;18/07/2014;JLF;
02/01/1909;85;237;river;;;83036;;18/07/2014;JLF;
02/01/1909;85;236;river;;;82686;;18/07/2014;JLF;
02/01/1909;86;237;river;;;83037;;18/07/2014;JLF;
02/01/1909;87;237;river;;;83038;;18/07/2014;JLF;
02/01/1909;87;206;river;;;72188;;18/07/2014;JLF;
02/01/1909;87;207;river;;;72538;;18/07/2014;JLF;
02/01/1909;87;205;river;;;71838;;18/07/2014;JLF;
