DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;COMMENT;date ajout;resp. ajout;;
04/12/1909;19;48;rail;Thie-Sain;;;10/12/2014;JLF&JMD;;
04/12/1909;19;49;rail;Thie-Sain;;;10/12/2014;JLF&JMD;;
04/12/1909;20;46;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;21;46;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;22;46;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;23;45;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;24;45;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;25;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;26;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;27;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;28;43;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;29;43;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;30;43;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;31;43;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;32;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;33;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
04/12/1909;34;44;rail;Loug-Ling;;;10/12/2014;JLF&JMD;;
01/01/1910;0;34;population;Dakar;20000;à partir de grille gravitaire;25/05/2016;J. Le Fur;;
01/01/1910;4;34;population;Rufisque;31535;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;7;30;population;Mbour;20000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;8;35;population;Thies;3000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;10;37;population;Tivaouane;3303;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;13;16;population;Banjul;22471;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;14;53;population;Saint-Louis;21000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;15;26;population;Foundiougne;6560;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;17;3;population;Ziguinchor;1000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;18;33;population;Diourbel;2654;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;18;47;population;Louga;19500;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;20;26;population;Kaolack;1790;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;26;59;population;Richard-Toll;473;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;27;5;population;Sedhiou;2015;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;28;25;population;Kaffrine;15742;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;31;60;population;Dagana;1497;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;34;44;population;Linguere;2618;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;37;8;population;Kolda;1702;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;37;61;population;Podor;1988;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;39;16;population;Janjanbureh;2123;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;55;20;population;Tambacounda;100;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;61;47;population;Matam;2595;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;72;37;population;Bakel;1497;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1910;87;30;population;Kayes/Bko;8000;à partir de grille gravitaire;25/05/2016;J. Le Fur;;
02/01/1910;0;34;train;20;;01/02/1914;29/10/2013;JLF&PAM;;
02/01/1910;0;34;truck;30;;à partir de grille gravitaire (positionnés à Dakar);23/09/2014;J. Le Fur;;
01/02/1910;13;16;boat;1;;1 bateau par fleuve;12/12/2013;J. Le Fur;;
01/02/1910;14;53;boat;20;;1 bateau par fleuve;12/12/2013;J. Le Fur;;
01/02/1910;17;3;boat;1;;1 bateau par fleuve;12/12/2013;J. Le Fur;;
01/01/1920;0;34;population;Dakar;26250;à partir de grille gravitaire;25/05/2016;J. Le Fur;;
01/01/1920;4;34;population;Rufisque;46229;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;7;30;population;Mbour;28000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;8;35;population;Thies;4000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;10;37;population;Tivaouane;4410;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;13;16;population;Banjul;36145;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;14;53;population;Saint-Louis;19000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;15;26;population;Foundiougne;9779;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;17;3;population;Ziguinchor;2000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;18;33;population;Diourbel;3000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;18;47;population;Louga;32000;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;20;26;population;Kaolack;2500;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;26;59;population;Richard-Toll;768;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;27;5;population;Sedhiou;2624;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;28;25;population;Kaffrine;16434;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;31;60;population;Dagana;1830;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;34;44;population;Linguere;3149;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;37;8;population;Kolda;2585;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;37;61;population;Podor;2421;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;39;16;population;Janjanbureh;3414;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;55;20;population;Tambacounda;8050;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;61;47;population;Matam;4251;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;72;37;population;Bakel;1830;à partir de grille gravitaire;20/08/2014;J. Le Fur;;
01/01/1920;87;30;population;Kayes/Bko;7290;à partir de grille gravitaire;25/05/2016;J. Le Fur;;
04/01/1920;0;34;truck;915;;à partir de grille gravitaire (positionnés à Dakar);23/09/2014;JLF;;
16/02/1920;14;53;boat;-20;;1 bateau par fleuve;12/12/2013;J. Le Fur;;
06/01/1923;0;34;GNT-HEAVY;;;Dakar;15/12/2014;JLF;;
06/01/1923;3;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;4;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;5;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;5;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;5;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;5;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;6;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;7;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;28;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;8;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;39;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;10;39;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;39;GNT-MEDIUM;;;;;JLF;;
06/01/1923;11;40;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;35;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;36;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;37;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;39;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;40;GNT-MEDIUM;;;;;JLF;;
06/01/1923;12;41;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;34;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;38;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;39;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;40;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;41;GNT-MEDIUM;;;;;JLF;;
06/01/1923;13;42;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;32;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;33;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;40;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;41;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;42;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;43;GNT-MEDIUM;;;;;JLF;;
06/01/1923;14;44;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;31;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;42;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;43;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;44;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;45;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;52;GNT-MEDIUM;;;;;JLF;;
06/01/1923;15;53;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;43;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;44;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;45;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;46;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;47;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;48;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;49;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;16;52;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;28;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;30;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;44;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;45;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;46;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;47;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;48;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;49;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;17;52;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;28;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;29;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;45;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;46;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;47;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;48;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;49;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;18;52;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;28;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;46;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;47;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;48;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;49;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;19;52;GNT-MEDIUM;;;;;JLF;;
06/01/1923;20;49;GNT-MEDIUM;;;;;JLF;;
06/01/1923;20;50;GNT-MEDIUM;;;;;JLF;;
06/01/1923;20;51;GNT-MEDIUM;;;;;JLF;;
06/01/1923;9;27;GNT-WEAK;;;;;JLF;;
06/01/1923;9;28;GNT-WEAK;;;;;JLF;;
06/01/1923;10;25;GNT-WEAK;;;;;JLF;;
06/01/1923;10;26;GNT-WEAK;;;;;JLF;;
06/01/1923;10;27;GNT-WEAK;;;;;JLF;;
06/01/1923;10;28;GNT-WEAK;;;;;JLF;;
06/01/1923;10;40;GNT-WEAK;;;;;JLF;;
06/01/1923;11;24;GNT-WEAK;;;;;JLF;;
06/01/1923;11;25;GNT-WEAK;;;;;JLF;;
06/01/1923;11;26;GNT-WEAK;;;;;JLF;;
06/01/1923;11;27;GNT-WEAK;;;;;JLF;;
06/01/1923;11;28;GNT-WEAK;;;;;JLF;;
06/01/1923;11;41;GNT-WEAK;;;;;JLF;;
06/01/1923;11;42;GNT-WEAK;;;;;JLF;;
06/01/1923;12;24;GNT-WEAK;;;;;JLF;;
06/01/1923;12;25;GNT-WEAK;;;;;JLF;;
06/01/1923;12;26;GNT-WEAK;;;;;JLF;;
06/01/1923;12;27;GNT-WEAK;;;;;JLF;;
06/01/1923;12;28;GNT-WEAK;;;;;JLF;;
06/01/1923;12;42;GNT-WEAK;;;;;JLF;;
06/01/1923;12;43;GNT-WEAK;;;;;JLF;;
06/01/1923;12;44;GNT-WEAK;;;;;JLF;;
06/01/1923;13;24;GNT-WEAK;;;;;JLF;;
06/01/1923;13;25;GNT-WEAK;;;;;JLF;;
06/01/1923;13;26;GNT-WEAK;;;;;JLF;;
06/01/1923;13;27;GNT-WEAK;;;;;JLF;;
06/01/1923;13;28;GNT-WEAK;;;;;JLF;;
06/01/1923;13;35;GNT-WEAK;;;;;JLF;;
06/01/1923;13;36;GNT-WEAK;;;;;JLF;;
06/01/1923;13;37;GNT-WEAK;;;;;JLF;;
06/01/1923;13;43;GNT-WEAK;;;;;JLF;;
06/01/1923;13;44;GNT-WEAK;;;;;JLF;;
06/01/1923;13;45;GNT-WEAK;;;;;JLF;;
06/01/1923;14;23;GNT-WEAK;;;;;JLF;;
06/01/1923;14;24;GNT-WEAK;;;;;JLF;;
06/01/1923;14;25;GNT-WEAK;;;;;JLF;;
06/01/1923;14;26;GNT-WEAK;;;;;JLF;;
06/01/1923;14;27;GNT-WEAK;;;;;JLF;;
06/01/1923;14;28;GNT-WEAK;;;;;JLF;;
06/01/1923;14;34;GNT-WEAK;;;;;JLF;;
06/01/1923;14;35;GNT-WEAK;;;;;JLF;;
06/01/1923;14;36;GNT-WEAK;;;;;JLF;;
06/01/1923;14;37;GNT-WEAK;;;;;JLF;;
06/01/1923;14;38;GNT-WEAK;;;;;JLF;;
06/01/1923;14;39;GNT-WEAK;;;;;JLF;;
06/01/1923;14;45;GNT-WEAK;;;;;JLF;;
06/01/1923;14;46;GNT-WEAK;;;;;JLF;;
06/01/1923;14;47;GNT-WEAK;;;;;JLF;;
06/01/1923;15;24;GNT-WEAK;;;;;JLF;;
06/01/1923;15;25;GNT-WEAK;;;;;JLF;;
06/01/1923;15;26;GNT-WEAK;;;;;JLF;;
06/01/1923;15;27;GNT-WEAK;;;;;JLF;;
06/01/1923;15;28;GNT-WEAK;;;;;JLF;;
06/01/1923;15;32;GNT-WEAK;;;;;JLF;;
06/01/1923;15;33;GNT-WEAK;;;;;JLF;;
06/01/1923;15;34;GNT-WEAK;;;;;JLF;;
06/01/1923;15;35;GNT-WEAK;;;;;JLF;;
06/01/1923;15;36;GNT-WEAK;;;;;JLF;;
06/01/1923;15;37;GNT-WEAK;;;;;JLF;;
06/01/1923;15;38;GNT-WEAK;;;;;JLF;;
06/01/1923;15;39;GNT-WEAK;;;;;JLF;;
06/01/1923;15;40;GNT-WEAK;;;;;JLF;;
06/01/1923;15;41;GNT-WEAK;;;;;JLF;;
06/01/1923;15;46;GNT-WEAK;;;;;JLF;;
06/01/1923;15;47;GNT-WEAK;;;;;JLF;;
06/01/1923;15;48;GNT-WEAK;;;;;JLF;;
06/01/1923;15;49;GNT-WEAK;;;;;JLF;;
06/01/1923;16;24;GNT-WEAK;;;;;JLF;;
06/01/1923;16;25;GNT-WEAK;;;;;JLF;;
06/01/1923;16;26;GNT-WEAK;;;;;JLF;;
06/01/1923;16;27;GNT-WEAK;;;;;JLF;;
06/01/1923;16;28;GNT-WEAK;;;;;JLF;;
06/01/1923;16;31;GNT-WEAK;;;;;JLF;;
06/01/1923;16;32;GNT-WEAK;;;;;JLF;;
06/01/1923;16;33;GNT-WEAK;;;;;JLF;;
06/01/1923;16;34;GNT-WEAK;;;;;JLF;;
06/01/1923;16;35;GNT-WEAK;;;;;JLF;;
06/01/1923;16;36;GNT-WEAK;;;;;JLF;;
06/01/1923;16;37;GNT-WEAK;;;;;JLF;;
06/01/1923;16;38;GNT-WEAK;;;;;JLF;;
06/01/1923;16;39;GNT-WEAK;;;;;JLF;;
06/01/1923;16;40;GNT-WEAK;;;;;JLF;;
06/01/1923;16;41;GNT-WEAK;;;;;JLF;;
06/01/1923;16;42;GNT-WEAK;;;;;JLF;;
06/01/1923;17;23;GNT-WEAK;;;;;JLF;;
06/01/1923;17;24;GNT-WEAK;;;;;JLF;;
06/01/1923;17;25;GNT-WEAK;;;;;JLF;;
06/01/1923;17;26;GNT-WEAK;;;;;JLF;;
06/01/1923;17;27;GNT-WEAK;;;;;JLF;;
06/01/1923;17;31;GNT-WEAK;;;;;JLF;;
06/01/1923;17;32;GNT-WEAK;;;;;JLF;;
06/01/1923;17;33;GNT-WEAK;;;;;JLF;;
06/01/1923;17;34;GNT-WEAK;;;;;JLF;;
06/01/1923;17;35;GNT-WEAK;;;;;JLF;;
06/01/1923;17;36;GNT-WEAK;;;;;JLF;;
06/01/1923;17;37;GNT-WEAK;;;;;JLF;;
06/01/1923;17;38;GNT-WEAK;;;;;JLF;;
06/01/1923;17;39;GNT-WEAK;;;;;JLF;;
06/01/1923;17;40;GNT-WEAK;;;;;JLF;;
06/01/1923;17;41;GNT-WEAK;;;;;JLF;;
06/01/1923;17;42;GNT-WEAK;;;;;JLF;;
06/01/1923;17;43;GNT-WEAK;;;;;JLF;;
06/01/1923;18;23;GNT-WEAK;;;;;JLF;;
06/01/1923;18;24;GNT-WEAK;;;;;JLF;;
06/01/1923;18;25;GNT-WEAK;;;;;JLF;;
06/01/1923;18;26;GNT-WEAK;;;;;JLF;;
06/01/1923;18;27;GNT-WEAK;;;;;JLF;;
06/01/1923;18;30;GNT-WEAK;;;;;JLF;;
06/01/1923;18;31;GNT-WEAK;;;;;JLF;;
06/01/1923;18;32;GNT-WEAK;;;;;JLF;;
06/01/1923;18;33;GNT-WEAK;;;;;JLF;;
06/01/1923;18;34;GNT-WEAK;;;;;JLF;;
06/01/1923;18;35;GNT-WEAK;;;;;JLF;;
06/01/1923;18;36;GNT-WEAK;;;;;JLF;;
06/01/1923;18;37;GNT-WEAK;;;;;JLF;;
06/01/1923;18;38;GNT-WEAK;;;;;JLF;;
06/01/1923;18;39;GNT-WEAK;;;;;JLF;;
06/01/1923;18;40;GNT-WEAK;;;;;JLF;;
06/01/1923;18;41;GNT-WEAK;;;;;JLF;;
06/01/1923;18;42;GNT-WEAK;;;;;JLF;;
06/01/1923;18;43;GNT-WEAK;;;;;JLF;;
06/01/1923;18;44;GNT-WEAK;;;;;JLF;;
06/01/1923;19;23;GNT-WEAK;;;;;JLF;;
06/01/1923;19;24;GNT-WEAK;;;;;JLF;;
06/01/1923;19;25;GNT-WEAK;;;;;JLF;;
06/01/1923;19;26;GNT-WEAK;;;;;JLF;;
06/01/1923;19;27;GNT-WEAK;;;;;JLF;;
06/01/1923;19;29;GNT-WEAK;;;;;JLF;;
06/01/1923;19;30;GNT-WEAK;;;;;JLF;;
06/01/1923;19;31;GNT-WEAK;;;;;JLF;;
06/01/1923;19;32;GNT-WEAK;;;;;JLF;;
06/01/1923;19;33;GNT-WEAK;;;;;JLF;;
06/01/1923;19;34;GNT-WEAK;;;;;JLF;;
06/01/1923;19;35;GNT-WEAK;;;;;JLF;;
06/01/1923;19;36;GNT-WEAK;;;;;JLF;;
06/01/1923;19;37;GNT-WEAK;;;;;JLF;;
06/01/1923;19;38;GNT-WEAK;;;;;JLF;;
06/01/1923;19;39;GNT-WEAK;;;;;JLF;;
06/01/1923;19;40;GNT-WEAK;;;;;JLF;;
06/01/1923;19;41;GNT-WEAK;;;;;JLF;;
06/01/1923;19;42;GNT-WEAK;;;;;JLF;;
06/01/1923;19;43;GNT-WEAK;;;;;JLF;;
06/01/1923;19;44;GNT-WEAK;;;;;JLF;;
06/01/1923;19;45;GNT-WEAK;;;;;JLF;;
06/01/1923;20;23;GNT-WEAK;;;;;JLF;;
06/01/1923;20;24;GNT-WEAK;;;;;JLF;;
06/01/1923;20;25;GNT-WEAK;;;;;JLF;;
06/01/1923;20;26;GNT-WEAK;;;;;JLF;;
06/01/1923;20;27;GNT-WEAK;;;;;JLF;;
06/01/1923;20;28;GNT-WEAK;;;;;JLF;;
06/01/1923;20;29;GNT-WEAK;;;;;JLF;;
06/01/1923;20;30;GNT-WEAK;;;;;JLF;;
06/01/1923;20;31;GNT-WEAK;;;;;JLF;;
06/01/1923;20;32;GNT-WEAK;;;;;JLF;;
06/01/1923;20;33;GNT-WEAK;;;;;JLF;;
06/01/1923;21;23;GNT-WEAK;;;;;JLF;;
06/01/1923;21;24;GNT-WEAK;;;;;JLF;;
06/01/1923;21;25;GNT-WEAK;;;;;JLF;;
06/01/1923;21;26;GNT-WEAK;;;;;JLF;;
06/01/1923;21;27;GNT-WEAK;;;;;JLF;;
06/01/1923;21;28;GNT-WEAK;;;;;JLF;;
06/01/1923;21;29;GNT-WEAK;;;;;JLF;;
06/01/1923;21;30;GNT-WEAK;;;;;JLF;;
06/01/1923;21;31;GNT-WEAK;;;;;JLF;;
06/01/1923;22;23;GNT-WEAK;;;;;JLF;;
06/01/1923;22;24;GNT-WEAK;;;;;JLF;;
06/01/1923;22;25;GNT-WEAK;;;;;JLF;;
06/01/1923;22;26;GNT-WEAK;;;;;JLF;;
06/01/1923;22;27;GNT-WEAK;;;;;JLF;;
06/01/1923;22;28;GNT-WEAK;;;;;JLF;;
06/01/1923;22;29;GNT-WEAK;;;;;JLF;;
06/01/1923;22;30;GNT-WEAK;;;;;JLF;;
06/01/1923;23;23;GNT-WEAK;;;;;JLF;;
06/01/1923;23;24;GNT-WEAK;;;;;JLF;;
06/01/1923;23;25;GNT-WEAK;;;;;JLF;;
06/01/1923;23;26;GNT-WEAK;;;;;JLF;;
06/01/1923;23;27;GNT-WEAK;;;;;JLF;;
06/01/1923;23;28;GNT-WEAK;;;;;JLF;;
06/01/1923;23;29;GNT-WEAK;;;;;JLF;;
06/01/1923;23;30;GNT-WEAK;;;;;JLF;;
06/01/1923;24;23;GNT-WEAK;;;;;JLF;;
06/01/1923;24;24;GNT-WEAK;;;;;JLF;;
06/01/1923;24;25;GNT-WEAK;;;;;JLF;;
