"";"CELL_WIDTH_Ucm";"INIT_POP_SIZE";"NUMBER_OF_BURROW_SYSTEM";"MAX_AGE_Uday";"AGENT_PERCEPTION_RADIUS_UmeterByDay";"AGENT_SPEED_UmeterByDay";"REPRO_START_Umonth";"REPRO_END_Umonth";"MALE_SEXUAL_MATURITY_Uday";"FEMALE_SEXUAL_MATURITY_Uday";"GESTATION_LENGTH_Uday";"MATING_LATENCY_Uday";"LITTER_SIZE";"WEANING_AGE_Uday";"FEMALE_BURROW_SYSTEM_CARRYING_CAPACITY_MULTIPLIER"
"377";823;1100;25;660;42;9;4;7;90;44;28;14;9;35;2
"378";823;1100;25;660;42;9;4;7;51;44;28;14;9;35;2
"379";823;1100;25;660;42;9;4;7;51;80;28;14;9;35;2
"380";823;1100;25;660;42;9;4;7;51;80;10;14;9;35;2
"381";823;1100;25;660;42;9;4;7;51;80;10;5;9;35;2
"382";823;1100;25;660;42;9;4;7;51;80;10;5;3;35;2
"383";823;1100;25;660;42;9;4;7;51;80;10;5;3;17;2
"384";823;1100;25;660;42;9;4;7;51;80;10;5;3;17;5
"385";1047;1400;55;480;60;17;3;10;64;44;28;14;9;5;5
"386";375;1400;55;480;60;17;3;10;64;44;28;14;9;5;5
"387";375;500;55;480;60;17;3;10;64;44;28;14;9;5;5
"388";375;500;100;480;60;17;3;10;64;44;28;14;9;5;5
"389";375;500;100;1020;60;17;3;10;64;44;28;14;9;5;5
"390";375;500;100;1020;33;17;3;10;64;44;28;14;9;5;5
"391";375;500;100;1020;33;5;3;10;64;44;28;14;9;5;5
"392";375;500;100;1020;33;5;6;10;64;44;28;14;9;5;5
"393";375;500;100;1020;33;5;6;7;64;44;28;14;9;5;5
"394";375;500;100;1020;33;5;6;7;25;44;28;14;9;5;5
"395";375;500;100;1020;33;5;6;7;25;80;28;14;9;5;5
"396";375;500;100;1020;33;5;6;7;25;80;10;14;9;5;5
"397";375;500;100;1020;33;5;6;7;25;80;10;5;9;5;5
"398";375;500;100;1020;33;5;6;7;25;80;10;5;3;5;5
"399";375;500;100;1020;33;5;6;7;25;80;10;5;3;23;5
"400";375;500;100;1020;33;5;6;7;25;80;10;5;3;23;2
"401";1495;500;85;660;60;21;2;8;38;80;22;14;1;11;4
"402";823;500;85;660;60;21;2;8;38;80;22;14;1;11;4
"403";823;1400;85;660;60;21;2;8;38;80;22;14;1;11;4
"404";823;1400;40;660;60;21;2;8;38;80;22;14;1;11;4
"405";823;1400;40;1200;60;21;2;8;38;80;22;14;1;11;4
"406";823;1400;40;1200;33;21;2;8;38;80;22;14;1;11;4
"407";823;1400;40;1200;33;9;2;8;38;80;22;14;1;11;4
"408";823;1400;40;1200;33;9;5;8;38;80;22;14;1;11;4
"409";823;1400;40;1200;33;9;5;11;38;80;22;14;1;11;4
"410";823;1400;40;1200;33;9;5;11;77;80;22;14;1;11;4
"411";823;1400;40;1200;33;9;5;11;77;44;22;14;1;11;4
"412";823;1400;40;1200;33;9;5;11;77;44;40;14;1;11;4
"413";823;1400;40;1200;33;9;5;11;77;44;40;5;1;11;4
"414";823;1400;40;1200;33;9;5;11;77;44;40;5;7;11;4
"415";823;1400;40;1200;33;9;5;11;77;44;40;5;7;29;4
"416";823;1400;40;1200;33;9;5;11;77;44;40;5;7;29;1
"417";823;2000;70;840;33;9;3;11;77;56;40;17;7;11;2
"418";1495;2000;70;840;33;9;3;11;77;56;40;17;7;11;2
"419";1495;1100;70;840;33;9;3;11;77;56;40;17;7;11;2
"420";1495;1100;25;840;33;9;3;11;77;56;40;17;7;11;2
"421";1495;1100;25;300;33;9;3;11;77;56;40;17;7;11;2
"422";1495;1100;25;300;60;9;3;11;77;56;40;17;7;11;2
"423";1495;1100;25;300;60;21;3;11;77;56;40;17;7;11;2
"424";1495;1100;25;300;60;21;6;11;77;56;40;17;7;11;2
"425";1495;1100;25;300;60;21;6;8;77;56;40;17;7;11;2
"426";1495;1100;25;300;60;21;6;8;38;56;40;17;7;11;2
"427";1495;1100;25;300;60;21;6;8;38;20;40;17;7;11;2
"428";1495;1100;25;300;60;21;6;8;38;20;22;17;7;11;2
"429";1495;1100;25;300;60;21;6;8;38;20;22;8;7;11;2
"430";1495;1100;25;300;60;21;6;8;38;20;22;8;1;11;2
"431";1495;1100;25;300;60;21;6;8;38;20;22;8;1;29;2
"432";1495;1100;25;300;60;21;6;8;38;20;22;8;1;29;5
"433";1495;1100;55;300;42;1;6;9;25;56;28;14;9;11;3
"434";823;1100;55;300;42;1;6;9;25;56;28;14;9;11;3
"435";823;2000;55;300;42;1;6;9;25;56;28;14;9;11;3
"436";823;2000;100;300;42;1;6;9;25;56;28;14;9;11;3
"437";823;2000;100;840;42;1;6;9;25;56;28;14;9;11;3
"438";823;2000;100;840;15;1;6;9;25;56;28;14;9;11;3
"439";823;2000;100;840;15;13;6;9;25;56;28;14;9;11;3
"440";823;2000;100;840;15;13;3;9;25;56;28;14;9;11;3
"441";823;2000;100;840;15;13;3;6;25;56;28;14;9;11;3
"442";823;2000;100;840;15;13;3;6;64;56;28;14;9;11;3
"443";823;2000;100;840;15;13;3;6;64;20;28;14;9;11;3
"444";823;2000;100;840;15;13;3;6;64;20;10;14;9;11;3
"445";823;2000;100;840;15;13;3;6;64;20;10;5;9;11;3
"446";823;2000;100;840;15;13;3;6;64;20;10;5;3;11;3
"447";823;2000;100;840;15;13;3;6;64;20;10;5;3;29;3
"448";823;2000;100;840;15;13;3;6;64;20;10;5;3;29;6
"449";375;1100;25;1200;51;21;6;7;51;44;40;20;9;29;2
"450";1047;1100;25;1200;51;21;6;7;51;44;40;20;9;29;2
"451";1047;2000;25;1200;51;21;6;7;51;44;40;20;9;29;2
"452";1047;2000;70;1200;51;21;6;7;51;44;40;20;9;29;2
"453";1047;2000;70;660;51;21;6;7;51;44;40;20;9;29;2
"454";1047;2000;70;660;24;21;6;7;51;44;40;20;9;29;2
"455";1047;2000;70;660;24;9;6;7;51;44;40;20;9;29;2
"456";1047;2000;70;660;24;9;3;7;51;44;40;20;9;29;2
"457";1047;2000;70;660;24;9;3;10;51;44;40;20;9;29;2
"458";1047;2000;70;660;24;9;3;10;90;44;40;20;9;29;2
"459";1047;2000;70;660;24;9;3;10;90;80;40;20;9;29;2
"460";1047;2000;70;660;24;9;3;10;90;80;22;20;9;29;2
"461";1047;2000;70;660;24;9;3;10;90;80;22;11;9;29;2
"462";1047;2000;70;660;24;9;3;10;90;80;22;11;3;29;2
"463";1047;2000;70;660;24;9;3;10;90;80;22;11;3;11;2
"464";1047;2000;70;660;24;9;3;10;90;80;22;11;3;11;5
"465";1047;800;25;1020;24;13;3;6;64;80;40;20;5;11;3
"466";375;800;25;1020;24;13;3;6;64;80;40;20;5;11;3
"467";375;1700;25;1020;24;13;3;6;64;80;40;20;5;11;3
"468";375;1700;70;1020;24;13;3;6;64;80;40;20;5;11;3
"469";375;1700;70;480;24;13;3;6;64;80;40;20;5;11;3
"470";375;1700;70;480;51;13;3;6;64;80;40;20;5;11;3
"471";375;1700;70;480;51;1;3;6;64;80;40;20;5;11;3
"472";375;1700;70;480;51;1;6;6;64;80;40;20;5;11;3
"473";375;1700;70;480;51;1;6;9;64;80;40;20;5;11;3
"474";375;1700;70;480;51;1;6;9;25;80;40;20;5;11;3
"475";375;1700;70;480;51;1;6;9;25;44;40;20;5;11;3
"476";375;1700;70;480;51;1;6;9;25;44;22;20;5;11;3
"477";375;1700;70;480;51;1;6;9;25;44;22;11;5;11;3
"478";375;1700;70;480;51;1;6;9;25;44;22;11;11;11;3
"479";375;1700;70;480;51;1;6;9;25;44;22;11;11;29;3
"480";375;1700;70;480;51;1;6;9;25;44;22;11;11;29;6
"481";1047;1700;40;840;42;5;3;9;25;20;28;8;11;17;2
"482";375;1700;40;840;42;5;3;9;25;20;28;8;11;17;2
"483";375;800;40;840;42;5;3;9;25;20;28;8;11;17;2
"484";375;800;85;840;42;5;3;9;25;20;28;8;11;17;2
"485";375;800;85;300;42;5;3;9;25;20;28;8;11;17;2
"486";375;800;85;300;15;5;3;9;25;20;28;8;11;17;2
"487";375;800;85;300;15;17;3;9;25;20;28;8;11;17;2
"488";375;800;85;300;15;17;6;9;25;20;28;8;11;17;2
"489";375;800;85;300;15;17;6;6;25;20;28;8;11;17;2
"490";375;800;85;300;15;17;6;6;64;20;28;8;11;17;2
"491";375;800;85;300;15;17;6;6;64;56;28;8;11;17;2
"492";375;800;85;300;15;17;6;6;64;56;10;8;11;17;2
"493";375;800;85;300;15;17;6;6;64;56;10;17;11;17;2
"494";375;800;85;300;15;17;6;6;64;56;10;17;5;17;2
"495";375;800;85;300;15;17;6;6;64;56;10;17;5;35;2
"496";375;800;85;300;15;17;6;6;64;56;10;17;5;35;5
"497";1495;2000;100;480;51;1;2;7;77;56;34;17;1;11;3
"498";823;2000;100;480;51;1;2;7;77;56;34;17;1;11;3
"499";823;1100;100;480;51;1;2;7;77;56;34;17;1;11;3
"500";823;1100;55;480;51;1;2;7;77;56;34;17;1;11;3
"501";823;1100;55;1020;51;1;2;7;77;56;34;17;1;11;3
"502";823;1100;55;1020;24;1;2;7;77;56;34;17;1;11;3
"503";823;1100;55;1020;24;13;2;7;77;56;34;17;1;11;3
"504";823;1100;55;1020;24;13;5;7;77;56;34;17;1;11;3
"505";823;1100;55;1020;24;13;5;10;77;56;34;17;1;11;3
"506";823;1100;55;1020;24;13;5;10;38;56;34;17;1;11;3
"507";823;1100;55;1020;24;13;5;10;38;20;34;17;1;11;3
"508";823;1100;55;1020;24;13;5;10;38;20;16;17;1;11;3
"509";823;1100;55;1020;24;13;5;10;38;20;16;8;1;11;3
"510";823;1100;55;1020;24;13;5;10;38;20;16;8;7;11;3
"511";823;1100;55;1020;24;13;5;10;38;20;16;8;7;29;3
"512";823;1100;55;1020;24;13;5;10;38;20;16;8;7;29;6
"513";1047;2000;70;300;15;1;6;7;90;68;28;14;7;35;5
"514";375;2000;70;300;15;1;6;7;90;68;28;14;7;35;5
"515";375;1100;70;300;15;1;6;7;90;68;28;14;7;35;5
"516";375;1100;25;300;15;1;6;7;90;68;28;14;7;35;5
"517";375;1100;25;840;15;1;6;7;90;68;28;14;7;35;5
"518";375;1100;25;840;42;1;6;7;90;68;28;14;7;35;5
"519";375;1100;25;840;42;13;6;7;90;68;28;14;7;35;5
"520";375;1100;25;840;42;13;3;7;90;68;28;14;7;35;5
"521";375;1100;25;840;42;13;3;10;90;68;28;14;7;35;5
"522";375;1100;25;840;42;13;3;10;51;68;28;14;7;35;5
"523";375;1100;25;840;42;13;3;10;51;32;28;14;7;35;5
"524";375;1100;25;840;42;13;3;10;51;32;10;14;7;35;5
"525";375;1100;25;840;42;13;3;10;51;32;10;5;7;35;5
"526";375;1100;25;840;42;13;3;10;51;32;10;5;1;35;5
"527";375;1100;25;840;42;13;3;10;51;32;10;5;1;17;5
"528";375;1100;25;840;42;13;3;10;51;32;10;5;1;17;2
"529";599;800;70;300;24;17;4;11;77;20;10;8;3;23;2
"530";1271;800;70;300;24;17;4;11;77;20;10;8;3;23;2
"531";1271;1700;70;300;24;17;4;11;77;20;10;8;3;23;2
"532";1271;1700;25;300;24;17;4;11;77;20;10;8;3;23;2
"533";1271;1700;25;840;24;17;4;11;77;20;10;8;3;23;2
"534";1271;1700;25;840;51;17;4;11;77;20;10;8;3;23;2
"535";1271;1700;25;840;51;5;4;11;77;20;10;8;3;23;2
"536";1271;1700;25;840;51;5;1;11;77;20;10;8;3;23;2
"537";1271;1700;25;840;51;5;1;8;77;20;10;8;3;23;2
"538";1271;1700;25;840;51;5;1;8;38;20;10;8;3;23;2
"539";1271;1700;25;840;51;5;1;8;38;56;10;8;3;23;2
"540";1271;1700;25;840;51;5;1;8;38;56;28;8;3;23;2
"541";1271;1700;25;840;51;5;1;8;38;56;28;17;3;23;2
"542";1271;1700;25;840;51;5;1;8;38;56;28;17;9;23;2
"543";1271;1700;25;840;51;5;1;8;38;56;28;17;9;5;2
"544";1271;1700;25;840;51;5;1;8;38;56;28;17;9;5;5
"545";599;1100;100;480;42;13;6;8;77;44;28;14;1;11;3
"546";1271;1100;100;480;42;13;6;8;77;44;28;14;1;11;3
"547";1271;2000;100;480;42;13;6;8;77;44;28;14;1;11;3
"548";1271;2000;55;480;42;13;6;8;77;44;28;14;1;11;3
"549";1271;2000;55;1020;42;13;6;8;77;44;28;14;1;11;3
"550";1271;2000;55;1020;15;13;6;8;77;44;28;14;1;11;3
"551";1271;2000;55;1020;15;1;6;8;77;44;28;14;1;11;3
"552";1271;2000;55;1020;15;1;3;8;77;44;28;14;1;11;3
"553";1271;2000;55;1020;15;1;3;11;77;44;28;14;1;11;3
"554";1271;2000;55;1020;15;1;3;11;38;44;28;14;1;11;3
"555";1271;2000;55;1020;15;1;3;11;38;80;28;14;1;11;3
"556";1271;2000;55;1020;15;1;3;11;38;80;10;14;1;11;3
"557";1271;2000;55;1020;15;1;3;11;38;80;10;5;1;11;3
"558";1271;2000;55;1020;15;1;3;11;38;80;10;5;7;11;3
"559";1271;2000;55;1020;15;1;3;11;38;80;10;5;7;29;3
"560";1271;2000;55;1020;15;1;3;11;38;80;10;5;7;29;6
"561";1271;2000;40;480;51;17;4;6;64;56;10;8;5;23;3
"562";599;2000;40;480;51;17;4;6;64;56;10;8;5;23;3
"563";599;1100;40;480;51;17;4;6;64;56;10;8;5;23;3
"564";599;1100;85;480;51;17;4;6;64;56;10;8;5;23;3
"565";599;1100;85;1020;51;17;4;6;64;56;10;8;5;23;3
"566";599;1100;85;1020;24;17;4;6;64;56;10;8;5;23;3
"567";599;1100;85;1020;24;5;4;6;64;56;10;8;5;23;3
"568";599;1100;85;1020;24;5;1;6;64;56;10;8;5;23;3
"569";599;1100;85;1020;24;5;1;9;64;56;10;8;5;23;3
"570";599;1100;85;1020;24;5;1;9;25;56;10;8;5;23;3
"571";599;1100;85;1020;24;5;1;9;25;20;10;8;5;23;3
"572";599;1100;85;1020;24;5;1;9;25;20;28;8;5;23;3
"573";599;1100;85;1020;24;5;1;9;25;20;28;17;5;23;3
"574";599;1100;85;1020;24;5;1;9;25;20;28;17;11;23;3
"575";599;1100;85;1020;24;5;1;9;25;20;28;17;11;5;3
"576";599;1100;85;1020;24;5;1;9;25;20;28;17;11;5;6
"577";1495;1700;55;300;33;9;2;11;51;44;28;8;11;17;1
"578";823;1700;55;300;33;9;2;11;51;44;28;8;11;17;1
"579";823;800;55;300;33;9;2;11;51;44;28;8;11;17;1
"580";823;800;100;300;33;9;2;11;51;44;28;8;11;17;1
"581";823;800;100;840;33;9;2;11;51;44;28;8;11;17;1
"582";823;800;100;840;60;9;2;11;51;44;28;8;11;17;1
"583";823;800;100;840;60;21;2;11;51;44;28;8;11;17;1
"584";823;800;100;840;60;21;5;11;51;44;28;8;11;17;1
"585";823;800;100;840;60;21;5;8;51;44;28;8;11;17;1
"586";823;800;100;840;60;21;5;8;90;44;28;8;11;17;1
"587";823;800;100;840;60;21;5;8;90;80;28;8;11;17;1
"588";823;800;100;840;60;21;5;8;90;80;10;8;11;17;1
"589";823;800;100;840;60;21;5;8;90;80;10;17;11;17;1
"590";823;800;100;840;60;21;5;8;90;80;10;17;5;17;1
"591";823;800;100;840;60;21;5;8;90;80;10;17;5;35;1
"592";823;800;100;840;60;21;5;8;90;80;10;17;5;35;4
"593";1047;500;55;480;60;5;5;8;25;20;22;14;5;17;4
"594";375;500;55;480;60;5;5;8;25;20;22;14;5;17;4
"595";375;1400;55;480;60;5;5;8;25;20;22;14;5;17;4
"596";375;1400;100;480;60;5;5;8;25;20;22;14;5;17;4
"597";375;1400;100;1020;60;5;5;8;25;20;22;14;5;17;4
"598";375;1400;100;1020;33;5;5;8;25;20;22;14;5;17;4
"599";375;1400;100;1020;33;17;5;8;25;20;22;14;5;17;4
"600";375;1400;100;1020;33;17;2;8;25;20;22;14;5;17;4
"601";375;1400;100;1020;33;17;2;11;25;20;22;14;5;17;4
"602";375;1400;100;1020;33;17;2;11;64;20;22;14;5;17;4
"603";375;1400;100;1020;33;17;2;11;64;56;22;14;5;17;4
"604";375;1400;100;1020;33;17;2;11;64;56;40;14;5;17;4
"605";375;1400;100;1020;33;17;2;11;64;56;40;5;5;17;4
"606";375;1400;100;1020;33;17;2;11;64;56;40;5;11;17;4
"607";375;1400;100;1020;33;17;2;11;64;56;40;5;11;35;4
"608";375;1400;100;1020;33;17;2;11;64;56;40;5;11;35;1
"609";1271;1400;100;480;60;9;5;8;51;20;34;11;9;5;2
"610";599;1400;100;480;60;9;5;8;51;20;34;11;9;5;2
"611";599;500;100;480;60;9;5;8;51;20;34;11;9;5;2
"612";599;500;55;480;60;9;5;8;51;20;34;11;9;5;2
"613";599;500;55;1020;60;9;5;8;51;20;34;11;9;5;2
"614";599;500;55;1020;33;9;5;8;51;20;34;11;9;5;2
"615";599;500;55;1020;33;21;5;8;51;20;34;11;9;5;2
"616";599;500;55;1020;33;21;2;8;51;20;34;11;9;5;2
"617";599;500;55;1020;33;21;2;11;51;20;34;11;9;5;2
"618";599;500;55;1020;33;21;2;11;90;20;34;11;9;5;2
"619";599;500;55;1020;33;21;2;11;90;56;34;11;9;5;2
"620";599;500;55;1020;33;21;2;11;90;56;16;11;9;5;2
"621";599;500;55;1020;33;21;2;11;90;56;16;20;9;5;2
"622";599;500;55;1020;33;21;2;11;90;56;16;20;3;5;2
"623";599;500;55;1020;33;21;2;11;90;56;16;20;3;23;2
"624";599;500;55;1020;33;21;2;11;90;56;16;20;3;23;5
"625";1271;500;25;1020;33;13;2;8;51;68;22;20;3;5;4
"626";599;500;25;1020;33;13;2;8;51;68;22;20;3;5;4
"627";599;1400;25;1020;33;13;2;8;51;68;22;20;3;5;4
"628";599;1400;70;1020;33;13;2;8;51;68;22;20;3;5;4
"629";599;1400;70;480;33;13;2;8;51;68;22;20;3;5;4
"630";599;1400;70;480;60;13;2;8;51;68;22;20;3;5;4
"631";599;1400;70;480;60;1;2;8;51;68;22;20;3;5;4
"632";599;1400;70;480;60;1;5;8;51;68;22;20;3;5;4
"633";599;1400;70;480;60;1;5;11;51;68;22;20;3;5;4
"634";599;1400;70;480;60;1;5;11;90;68;22;20;3;5;4
"635";599;1400;70;480;60;1;5;11;90;32;22;20;3;5;4
"636";599;1400;70;480;60;1;5;11;90;32;40;20;3;5;4
"637";599;1400;70;480;60;1;5;11;90;32;40;11;3;5;4
"638";599;1400;70;480;60;1;5;11;90;32;40;11;9;5;4
"639";599;1400;70;480;60;1;5;11;90;32;40;11;9;23;4
"640";599;1400;70;480;60;1;5;11;90;32;40;11;9;23;1
"641";375;1700;70;300;60;13;1;8;25;44;16;11;9;35;1
"642";1047;1700;70;300;60;13;1;8;25;44;16;11;9;35;1
"643";1047;800;70;300;60;13;1;8;25;44;16;11;9;35;1
"644";1047;800;25;300;60;13;1;8;25;44;16;11;9;35;1
"645";1047;800;25;840;60;13;1;8;25;44;16;11;9;35;1
"646";1047;800;25;840;33;13;1;8;25;44;16;11;9;35;1
"647";1047;800;25;840;33;1;1;8;25;44;16;11;9;35;1
"648";1047;800;25;840;33;1;4;8;25;44;16;11;9;35;1
"649";1047;800;25;840;33;1;4;11;25;44;16;11;9;35;1
"650";1047;800;25;840;33;1;4;11;64;44;16;11;9;35;1
"651";1047;800;25;840;33;1;4;11;64;80;16;11;9;35;1
"652";1047;800;25;840;33;1;4;11;64;80;34;11;9;35;1
"653";1047;800;25;840;33;1;4;11;64;80;34;20;9;35;1
"654";1047;800;25;840;33;1;4;11;64;80;34;20;3;35;1
"655";1047;800;25;840;33;1;4;11;64;80;34;20;3;17;1
"656";1047;800;25;840;33;1;4;11;64;80;34;20;3;17;4
"657";599;800;70;1020;24;21;2;7;25;56;22;14;9;11;5
"658";1271;800;70;1020;24;21;2;7;25;56;22;14;9;11;5
"659";1271;1700;70;1020;24;21;2;7;25;56;22;14;9;11;5
"660";1271;1700;25;1020;24;21;2;7;25;56;22;14;9;11;5
"661";1271;1700;25;480;24;21;2;7;25;56;22;14;9;11;5
"662";1271;1700;25;480;51;21;2;7;25;56;22;14;9;11;5
"663";1271;1700;25;480;51;9;2;7;25;56;22;14;9;11;5
"664";1271;1700;25;480;51;9;5;7;25;56;22;14;9;11;5
"665";1271;1700;25;480;51;9;5;10;25;56;22;14;9;11;5
"666";1271;1700;25;480;51;9;5;10;64;56;22;14;9;11;5
"667";1271;1700;25;480;51;9;5;10;64;20;22;14;9;11;5
"668";1271;1700;25;480;51;9;5;10;64;20;40;14;9;11;5
"669";1271;1700;25;480;51;9;5;10;64;20;40;5;9;11;5
"670";1271;1700;25;480;51;9;5;10;64;20;40;5;3;11;5
"671";1271;1700;25;480;51;9;5;10;64;20;40;5;3;29;5
"672";1271;1700;25;480;51;9;5;10;64;20;40;5;3;29;2
"673";1495;800;100;300;60;21;2;11;90;20;40;20;5;11;4
"674";823;800;100;300;60;21;2;11;90;20;40;20;5;11;4
"675";823;1700;100;300;60;21;2;11;90;20;40;20;5;11;4
"676";823;1700;55;300;60;21;2;11;90;20;40;20;5;11;4
"677";823;1700;55;840;60;21;2;11;90;20;40;20;5;11;4
"678";823;1700;55;840;33;21;2;11;90;20;40;20;5;11;4
"679";823;1700;55;840;33;9;2;11;90;20;40;20;5;11;4
"680";823;1700;55;840;33;9;5;11;90;20;40;20;5;11;4
"681";823;1700;55;840;33;9;5;8;90;20;40;20;5;11;4
"682";823;1700;55;840;33;9;5;8;51;20;40;20;5;11;4
"683";823;1700;55;840;33;9;5;8;51;56;40;20;5;11;4
"684";823;1700;55;840;33;9;5;8;51;56;22;20;5;11;4
"685";823;1700;55;840;33;9;5;8;51;56;22;11;5;11;4
"686";823;1700;55;840;33;9;5;8;51;56;22;11;11;11;4
"687";823;1700;55;840;33;9;5;8;51;56;22;11;11;29;4
"688";823;1700;55;840;33;9;5;8;51;56;22;11;11;29;1
"689";1495;800;25;480;42;1;6;11;25;56;40;14;1;5;5
"690";823;800;25;480;42;1;6;11;25;56;40;14;1;5;5
"691";823;1700;25;480;42;1;6;11;25;56;40;14;1;5;5
"692";823;1700;70;480;42;1;6;11;25;56;40;14;1;5;5
"693";823;1700;70;1020;42;1;6;11;25;56;40;14;1;5;5
"694";823;1700;70;1020;15;1;6;11;25;56;40;14;1;5;5
"695";823;1700;70;1020;15;13;6;11;25;56;40;14;1;5;5
"696";823;1700;70;1020;15;13;3;11;25;56;40;14;1;5;5
"697";823;1700;70;1020;15;13;3;8;25;56;40;14;1;5;5
"698";823;1700;70;1020;15;13;3;8;64;56;40;14;1;5;5
"699";823;1700;70;1020;15;13;3;8;64;20;40;14;1;5;5
"700";823;1700;70;1020;15;13;3;8;64;20;22;14;1;5;5
"701";823;1700;70;1020;15;13;3;8;64;20;22;5;1;5;5
"702";823;1700;70;1020;15;13;3;8;64;20;22;5;7;5;5
"703";823;1700;70;1020;15;13;3;8;64;20;22;5;7;23;5
"704";823;1700;70;1020;15;13;3;8;64;20;22;5;7;23;2
"705";1047;1400;100;1200;24;13;4;11;38;68;22;8;11;35;5
"706";375;1400;100;1200;24;13;4;11;38;68;22;8;11;35;5
"707";375;500;100;1200;24;13;4;11;38;68;22;8;11;35;5
"708";375;500;55;1200;24;13;4;11;38;68;22;8;11;35;5
"709";375;500;55;660;24;13;4;11;38;68;22;8;11;35;5
"710";375;500;55;660;51;13;4;11;38;68;22;8;11;35;5
"711";375;500;55;660;51;1;4;11;38;68;22;8;11;35;5
"712";375;500;55;660;51;1;1;11;38;68;22;8;11;35;5
"713";375;500;55;660;51;1;1;8;38;68;22;8;11;35;5
"714";375;500;55;660;51;1;1;8;77;68;22;8;11;35;5
"715";375;500;55;660;51;1;1;8;77;32;22;8;11;35;5
"716";375;500;55;660;51;1;1;8;77;32;40;8;11;35;5
"717";375;500;55;660;51;1;1;8;77;32;40;17;11;35;5
"718";375;500;55;660;51;1;1;8;77;32;40;17;5;35;5
"719";375;500;55;660;51;1;1;8;77;32;40;17;5;17;5
"720";375;500;55;660;51;1;1;8;77;32;40;17;5;17;2
"721";823;1100;100;840;15;13;1;8;51;56;40;11;11;35;1
"722";1495;1100;100;840;15;13;1;8;51;56;40;11;11;35;1
"723";1495;2000;100;840;15;13;1;8;51;56;40;11;11;35;1
"724";1495;2000;55;840;15;13;1;8;51;56;40;11;11;35;1
"725";1495;2000;55;300;15;13;1;8;51;56;40;11;11;35;1
"726";1495;2000;55;300;42;13;1;8;51;56;40;11;11;35;1
"727";1495;2000;55;300;42;1;1;8;51;56;40;11;11;35;1
"728";1495;2000;55;300;42;1;4;8;51;56;40;11;11;35;1
"729";1495;2000;55;300;42;1;4;11;51;56;40;11;11;35;1
"730";1495;2000;55;300;42;1;4;11;90;56;40;11;11;35;1
"731";1495;2000;55;300;42;1;4;11;90;20;40;11;11;35;1
"732";1495;2000;55;300;42;1;4;11;90;20;22;11;11;35;1
"733";1495;2000;55;300;42;1;4;11;90;20;22;20;11;35;1
"734";1495;2000;55;300;42;1;4;11;90;20;22;20;5;35;1
"735";1495;2000;55;300;42;1;4;11;90;20;22;20;5;17;1
"736";1495;2000;55;300;42;1;4;11;90;20;22;20;5;17;4
"737";823;1700;85;480;24;17;4;7;38;56;28;8;1;23;3
"738";1495;1700;85;480;24;17;4;7;38;56;28;8;1;23;3
"739";1495;800;85;480;24;17;4;7;38;56;28;8;1;23;3
"740";1495;800;40;480;24;17;4;7;38;56;28;8;1;23;3
"741";1495;800;40;1020;24;17;4;7;38;56;28;8;1;23;3
"742";1495;800;40;1020;51;17;4;7;38;56;28;8;1;23;3
"743";1495;800;40;1020;51;5;4;7;38;56;28;8;1;23;3
"744";1495;800;40;1020;51;5;1;7;38;56;28;8;1;23;3
"745";1495;800;40;1020;51;5;1;10;38;56;28;8;1;23;3
"746";1495;800;40;1020;51;5;1;10;77;56;28;8;1;23;3
"747";1495;800;40;1020;51;5;1;10;77;20;28;8;1;23;3
"748";1495;800;40;1020;51;5;1;10;77;20;10;8;1;23;3
"749";1495;800;40;1020;51;5;1;10;77;20;10;17;1;23;3
"750";1495;800;40;1020;51;5;1;10;77;20;10;17;7;23;3
"751";1495;800;40;1020;51;5;1;10;77;20;10;17;7;5;3
"752";1495;800;40;1020;51;5;1;10;77;20;10;17;7;5;6
"753";1047;1700;55;1020;33;9;6;8;51;56;22;11;3;23;6
"754";375;1700;55;1020;33;9;6;8;51;56;22;11;3;23;6
"755";375;800;55;1020;33;9;6;8;51;56;22;11;3;23;6
"756";375;800;100;1020;33;9;6;8;51;56;22;11;3;23;6
"757";375;800;100;480;33;9;6;8;51;56;22;11;3;23;6
"758";375;800;100;480;60;9;6;8;51;56;22;11;3;23;6
"759";375;800;100;480;60;21;6;8;51;56;22;11;3;23;6
"760";375;800;100;480;60;21;3;8;51;56;22;11;3;23;6
"761";375;800;100;480;60;21;3;11;51;56;22;11;3;23;6
"762";375;800;100;480;60;21;3;11;90;56;22;11;3;23;6
"763";375;800;100;480;60;21;3;11;90;20;22;11;3;23;6
"764";375;800;100;480;60;21;3;11;90;20;40;11;3;23;6
"765";375;800;100;480;60;21;3;11;90;20;40;20;3;23;6
"766";375;800;100;480;60;21;3;11;90;20;40;20;9;23;6
"767";375;800;100;480;60;21;3;11;90;20;40;20;9;5;6
"768";375;800;100;480;60;21;3;11;90;20;40;20;9;5;3
"769";823;500;55;1200;24;1;5;10;90;68;22;11;9;35;3
"770";1495;500;55;1200;24;1;5;10;90;68;22;11;9;35;3
"771";1495;1400;55;1200;24;1;5;10;90;68;22;11;9;35;3
"772";1495;1400;100;1200;24;1;5;10;90;68;22;11;9;35;3
"773";1495;1400;100;660;24;1;5;10;90;68;22;11;9;35;3
"774";1495;1400;100;660;51;1;5;10;90;68;22;11;9;35;3
"775";1495;1400;100;660;51;13;5;10;90;68;22;11;9;35;3
